paciente_id,sucursal,especie,raza_registrada,edad_mascota_anios,tipo_atencion,diagnostico_texto,medico_id,monto_cobrado,costo_medicamento,dias_desde_ultima_visita,visitas_historicas,tiene_vacunas_al_dia,retorno_90d
PAC_00242,Pudahuel,perro,1,12.3,consulta_especialidad,esterilización_c,VET_22,69400,8800.0,45,8,0,1
PAC_00243,La_Florida,perro,1,2.8,consulta_especialidad,parvovírus,VET_11,59100,18100.0,0,4,0,1
PAC_00244,La_Florida,perro,1,1.6,consulta_especialidad,control_rutina,VET_03,81500,13400.0,9,1,1,1
PAC_00245,Ñuñoa,gato,1,1.6,venta_producto,Control_rutina,VET_07,25800,2800.0,49,1,0,0
PAC_00246,Providencia,gato,1,0.5,cirugía,otitis_c,VET_18,133200,32200.0,13,1,1,0
PAC_00247,Pudahuel,gato,1,13.4,consulta_general,control_rutina,VET_06,37500,3600.0,47,5,1,1
PAC_00248,Las_Condes,gato,1,0.5,consulta_general,esterílízacíón,VET_12,45000,4300.0,114,3,0,0
PAC_00249,Peñalolén,perro,1,7.3,consulta_general,esterilización,VET_21,33800,7200.0,371,6,0,0
PAC_00250,Providencia,gato,1,1.0,cirugía,DERMATITIS,VET_10,209000,19300.0,104,3,1,0
PAC_00251,Providencia,perro,1,0.1,venta_producto,OTITIS,VET_21,28200,2800.0,13,4,1,1
PAC_00252,Maipú,perro,1,4.9,consulta_especialidad,control_rutina,VET_13,53100,14000.0,126,5,1,0
PAC_00253,Pudahuel,perro,1,2.7,consulta_especialidad,control_rutina,VET_13,53300,9600.0,25,7,1,1
PAC_00254,San_Miguel,perro,1,0.3,consulta_general,Parvovirus,VET_14,34400,3500.0,0,6,0,1
PAC_00255,Providencia,perro,0,2.7,consulta_general,tumor,VET_03,28700,3400.0,170,6,0,1
PAC_00256,Ñuñoa,gato,1,9.5,consulta_general,fractura_c,VET_14,28500,5300.0,27,3,0,0
PAC_00257,Pudahuel,perro,0,0.1,cirugía,OTITIS,VET_06,83400,8100.0,8,2,0,0
PAC_00258,Ñuñoa,perro,1,2.1,hospitalización,CONTROL_RUTINA,VET_17,163600,,13,3,1,1
PAC_00259,Pudahuel,perro,1,4.5,consulta_especialidad,díabetes,VET_10,33900,8800.0,173,6,1,1
PAC_00260,La_Florida,perro,1,3.7,consulta_especialidad,fractura,VET_12,54000,15800.0,66,5,1,1
PAC_00261,Peñalolén,perro,1,10.0,cirugía,parvovirus_c,VET_15,218900,61700.0,74,4,1,1
PAC_00262,Las_Condes,perro,1,0.5,consulta_general,tumor,VET_13,37400,7200.0,27,3,0,1
PAC_00263,San_Miguel,gato,1,2.0,consulta_especialidad,otitis_c,VET_09,65100,5500.0,18,6,0,1
PAC_00264,Providencia,ave,1,7.3,venta_producto,Gastroenteritis,VET_05,29100,2700.0,49,3,1,0
PAC_00265,Las_Condes,gato,1,6.2,cirugía,tumor,VET_03,334500,115100.0,11,4,1,1
PAC_00266,Providencia,perro,1,6.2,consulta_general,dermatítís,VET_18,29200,5100.0,21,6,0,1
PAC_00267,La_Florida,perro,0,1.1,consulta_general,esterilización,VET_11,49600,15700.0,33,5,1,1
PAC_00268,Ñuñoa,perro,1,2.2,consulta_general,control_rutina_c,VET_03,25500,2200.0,34,4,1,1
PAC_00269,Ñuñoa,perro,1,8.5,consulta_especialidad,tumor,VET_03,61600,10700.0,63,1,1,0
PAC_00270,Pudahuel,perro,1,1.5,consulta_general,control_rutina_c,VET_12,38500,5500.0,46,6,0,1
PAC_00271,Maipú,gato,1,0.1,venta_producto,Dermatitis,VET_18,30400,9800.0,79,3,1,0
PAC_00272,Ñuñoa,perro,1,0.1,cirugía,gastroenteritis,VET_16,381500,67300.0,102,3,0,0
PAC_00273,La_Florida,ave,0,1.5,hospitalización,tumor,VET_08,211700,46200.0,11,2,0,0
PAC_00274,Las_Condes,gato,1,18.0,consulta_general,Dermatitis,VET_14,55100,12800.0,133,3,1,0
PAC_00275,La_Florida,perro,1,13.9,hospitalización,Tumor,VET_20,168500,31800.0,30,3,0,0
PAC_00276,Providencia,perro,1,1.7,consulta_general,fractura_c,VET_03,35400,8100.0,121,8,0,1
PAC_00277,Peñalolén,gato,1,2.2,consulta_especialidad,GASTROENTERITIS,VET_22,81800,26600.0,68,5,0,1
PAC_00278,Las_Condes,perro,0,4.3,cirugía,control_rutína,VET_12,355000,43600.0,267,5,1,0
PAC_00279,San_Miguel,perro,0,12.6,consulta_especialidad,Artritis,VET_07,93400,15600.0,48,3,1,1
PAC_00280,Ñuñoa,perro,1,2.2,consulta_general,CONTROL_RUTINA,VET_03,29800,10300.0,156,6,0,0
PAC_00281,Providencia,perro,1,1.4,consulta_especialidad,artritis_c,VET_11,53200,14500.0,4,3,1,1
PAC_00282,La_Florida,gato,1,7.4,consulta_general,control_rutina_c,VET_08,31400,7500.0,8,3,0,1
PAC_00283,Ñuñoa,perro,0,0.9,cirugía,DERMATITIS,VET_16,178400,17900.0,34,6,1,1
PAC_00284,Peñalolén,gato,0,1.0,consulta_general,TUMOR,VET_04,40100,12100.0,54,2,1,1
PAC_00285,Las_Condes,perro,1,5.7,consulta_especialidad,fractura,VET_13,52500,14700.0,76,4,1,1
PAC_00286,Ñuñoa,gato,1,9.7,consulta_especialidad,control_rutina_c,VET_09,56600,4900.0,142,4,1,0
PAC_00287,Providencia,gato,1,3.2,consulta_general,Gastroenteritis,VET_18,36800,5900.0,0,7,0,1
PAC_00288,Maipú,perro,1,1.1,consulta_general,dermatitis,VET_23,27700,7300.0,2,3,1,1
PAC_00258,Las_Condes,perro,1,1.5,consulta_general,Control_rutina,VET_11,36700,9300.0,4,7,0,1
PAC_00290,Las_Condes,gato,1,5.4,cirugía,dermatitis_c,VET_14,187800,45700.0,10,2,0,0
PAC_00291,La_Florida,ave,0,18.0,consulta_general,Gastroenteritis,VET_16,15000,4300.0,124,12,0,1
PAC_00292,San_Miguel,gato,0,2.1,consulta_especialidad,TUMOR,VET_22,42100,6400.0,131,4,1,0
PAC_00293,Pudahuel,perro,1,5.8,hospitalización,díabetes,VET_22,225100,28100.0,57,2,0,0
PAC_00294,Ñuñoa,gato,1,2.1,consulta_general,ARTRITIS,VET_20,27700,3300.0,354,5,1,0
PAC_00295,Peñalolén,gato,1,0.8,consulta_especialidad,Gastroenteritis,VET_21,73900,16900.0,143,4,1,0
PAC_00296,Providencia,perro,1,9.6,consulta_general,Otitis,VET_01,36900,8000.0,114,3,0,0
PAC_00297,Maipú,perro,0,2.1,hospitalización,Parvovirus,VET_10,150800,43600.0,172,6,1,0
PAC_00298,Pudahuel,gato,1,18.0,consulta_especialidad,fractura,VET_23,73600,21300.0,155,4,1,0
PAC_00299,Las_Condes,exótico,1,3.6,consulta_especialidad,TUMOR,VET_22,65000,18200.0,69,8,0,1
PAC_00300,Maipú,perro,1,13.2,consulta_especialidad,esterílízacíón,VET_16,43100,5300.0,7,4,1,1
PAC_00301,Pudahuel,perro,1,12.9,cirugía,dermatitis,VET_01,209800,26600.0,14,1,0,0
PAC_00302,San_Miguel,perro,1,4.0,consulta_especialidad,Otitis,VET_03,50600,6600.0,21,3,1,1
PAC_00303,Pudahuel,gato,0,2.7,cirugía,CONTROL_RUTINA,VET_23,209700,35100.0,14,4,0,1
PAC_00304,Las_Condes,gato,1,9.2,consulta_especialidad,CONTROL_RUTINA,VET_07,78100,24500.0,28,2,0,0
PAC_00305,San_Miguel,gato,1,11.3,consulta_especialidad,artritis_c,VET_21,58200,5700.0,318,5,1,0
PAC_00306,Maipú,perro,1,2.4,consulta_general,esterílízacíón,VET_16,33300,4200.0,249,1,1,0
PAC_01318,Pudahuel,gato,1,1.1,venta_producto,CONTROL_RUTINA,VET_04,6000,1200.0,88,4,1,0
PAC_00308,Maipú,perro,0,9.6,venta_producto,esterílízacíón,VET_11,19800,3200.0,12,5,1,1
PAC_00309,Providencia,perro,1,0.1,consulta_general,Dermatitis,VET_03,34000,4600.0,97,3,1,1
PAC_00310,San_Miguel,ave,0,1.1,consulta_especialidad,otitis,VET_20,69400,12200.0,78,4,1,0
PAC_00311,La_Florida,gato,1,10.7,consulta_general,esterilización_c,VET_04,37100,11900.0,1,2,0,1
PAC_00312,Las_Condes,gato,1,3.0,venta_producto,Otitis,VET_17,29500,5400.0,22,1,1,1
PAC_00743,Maipú,perro,1,1.4,consulta_general,control_rutina,VET_06,39600,13600.0,48,2,0,1
PAC_00314,Las_Condes,perro,1,0.2,venta_producto,esterílízacíón,VET_20,32300,4100.0,5,4,0,1
PAC_00315,Las_Condes,gato,1,7.8,consulta_general,GASTROENTERITIS,VET_20,35200,11000.0,112,5,1,1
PAC_00316,Maipú,perro,0,7.3,consulta_general,fractura,VET_05,43500,6400.0,148,6,1,1
PAC_00317,Las_Condes,perro,1,1.0,consulta_general,artrítís,VET_06,28000,8800.0,109,4,1,1
PAC_00318,Providencia,perro,1,0.4,consulta_especialidad,gastroenteritis,VET_13,69500,15100.0,19,5,1,1
PAC_00319,Maipú,exótico,1,0.9,cirugía,parvovirus_c,VET_14,234600,48600.0,52,6,0,1
PAC_00320,San_Miguel,perro,1,6.3,consulta_general,CONTROL_RUTINA,VET_22,26700,7300.0,114,4,1,1
PAC_00321,Ñuñoa,ave,1,7.0,venta_producto,OTITIS,VET_16,26200,4600.0,38,2,0,0
PAC_00322,Las_Condes,gato,0,5.8,consulta_general,FRACTURA,VET_11,29700,5300.0,30,1,0,0
PAC_00323,Las_Condes,gato,0,0.2,consulta_general,fractura_c,VET_14,30800,7100.0,93,4,0,1
PAC_00324,Maipú,perro,1,6.2,hospitalización,artritis_c,VET_04,116600,38000.0,137,7,0,0
PAC_00325,Ñuñoa,ave,1,3.6,consulta_general,esterilización,VET_04,33600,8900.0,35,2,1,1
PAC_00326,Pudahuel,perro,1,0.9,hospitalización,Control_rutina,VET_23,119100,31300.0,15,4,0,1
PAC_00327,Maipú,gato,1,2.8,cirugía,otitis_c,VET_14,297100,24300.0,114,2,0,0
PAC_00328,Maipú,perro,1,4.7,consulta_especialidad,DIABETES,VET_11,78300,14300.0,39,2,1,1
PAC_00329,Ñuñoa,perro,0,4.9,consulta_especialidad,dermatítís,VET_06,69100,20900.0,0,7,1,1
PAC_00330,Maipú,gato,1,1.7,consulta_general,gastroenterítís,VET_14,36900,7300.0,270,6,1,0
PAC_00331,San_Miguel,gato,1,6.5,venta_producto,control_rutina_c,VET_19,21900,2600.0,10,2,1,1
PAC_00332,Maipú,gato,1,3.0,cirugía,control_rutina_c,VET_12,339800,61400.0,5,2,1,1
PAC_00333,San_Miguel,gato,1,10.0,consulta_general,artrítís,VET_01,21300,5200.0,29,4,0,1
PAC_00334,La_Florida,perro,1,0.9,venta_producto,Fractura,VET_18,13400,4000.0,86,1,1,0
PAC_00335,Pudahuel,perro,1,5.6,consulta_general,gastroenteritis_c,VET_20,32000,2700.0,144,3,1,0
PAC_00336,Las_Condes,perro,1,2.0,hospitalización,díabetes,VET_22,181400,34500.0,51,4,0,1
PAC_00337,Peñalolén,gato,1,13.6,consulta_especialidad,control_rutina_c,VET_20,31200,6200.0,44,5,0,1
PAC_00338,Providencia,gato,1,7.3,consulta_especialidad,TUMOR,VET_12,52200,16700.0,203,3,1,0
PAC_00339,Las_Condes,gato,1,2.7,consulta_general,tumor_c,VET_11,39600,9200.0,194,5,1,0
PAC_00340,Las_Condes,perro,0,2.6,venta_producto,Tumor,VET_01,21000,4300.0,11,9,1,1
PAC_00341,Maipú,perro,1,2.8,consulta_especialidad,otítís,VET_23,30000,4000.0,303,4,1,0
PAC_01094,Maipú,perro,0,8.8,consulta_especialidad,artrítís,VET_02,64800,8700.0,85,2,0,0
PAC_01013,Peñalolén,exótico,1,6.6,consulta_general,control_rutína,VET_14,32600,9500.0,57,4,1,1
PAC_00344,La_Florida,gato,1,3.5,consulta_general,gastroenterítís,VET_03,40100,10200.0,29,10,0,1
PAC_00944,Ñuñoa,perro,0,18.0,cirugía,DIABETES,VET_20,302300,85500.0,218,4,1,0
PAC_00346,Providencia,gato,1,5.5,consulta_general,Dermatitis,VET_22,50600,6000.0,4,4,1,1
PAC_00347,Las_Condes,perro,1,3.5,consulta_especialidad,esterílízacíón,VET_05,54800,12800.0,52,11,1,1
PAC_00348,San_Miguel,gato,1,2.2,consulta_general,Gastroenteritis,VET_16,34700,8600.0,93,5,1,1
PAC_00349,Ñuñoa,perro,0,11.0,venta_producto,dermatitis,VET_23,31400,5900.0,125,3,1,1
PAC_00350,Las_Condes,gato,1,8.3,consulta_general,FRACTURA,VET_22,41800,10700.0,56,3,0,1
PAC_00351,Las_Condes,perro,1,1.3,hospitalización,gastroenterítís,VET_19,266300,,15,8,1,1
PAC_00955,Ñuñoa,perro,1,2.5,consulta_especialidad,fractura,VET_18,61700,11000.0,117,7,0,1
PAC_00005,Ñuñoa,perro,1,0.2,consulta_general,Gastroenteritis,VET_12,33500,4600.0,245,5,1,0
PAC_00881,La_Florida,gato,1,8.9,consulta_general,dermatitis_c,VET_10,27500,5300.0,3,4,1,1
PAC_00355,La_Florida,perro,0,3.2,consulta_general,Gastroenteritis,VET_21,27900,6000.0,18,5,0,1
PAC_00356,Ñuñoa,perro,1,1.1,consulta_general,esterílízacíón,VET_04,26500,9100.0,104,4,0,0
PAC_00357,Maipú,gato,1,3.7,consulta_especialidad,gastroenteritis_c,VET_20,70900,12600.0,3,6,1,1
PAC_00358,Ñuñoa,perro,1,2.5,hospitalización,Parvovirus,VET_02,222300,56800.0,139,4,1,0
PAC_00359,Pudahuel,perro,0,6.0,consulta_especialidad,otitis,VET_14,92400,20300.0,0,5,1,1
PAC_00360,Providencia,perro,1,18.0,consulta_general,CONTROL_RUTINA,VET_02,22600,2100.0,64,4,1,1
PAC_00361,Ñuñoa,perro,1,0.5,cirugía,gastroenteritis,VET_04,367700,54500.0,43,1,0,0
PAC_00362,Las_Condes,perro,1,9.0,consulta_general,artritis_c,VET_10,36100,3800.0,20,2,0,1
PAC_00363,Ñuñoa,perro,0,4.6,consulta_general,gastroenterítís,VET_20,37700,5400.0,69,2,0,0
PAC_00364,Ñuñoa,perro,0,0.1,consulta_general,artritis,VET_03,33700,4000.0,27,2,0,1
PAC_00365,Ñuñoa,perro,1,0.9,cirugía,TUMOR,VET_08,179000,18200.0,18,4,1,1
PAC_00448,Las_Condes,perro,0,7.8,venta_producto,CONTROL_RUTINA,VET_02,38200,3600.0,1,7,0,1
PAC_00367,Ñuñoa,perro,1,0.1,consulta_general,Esterilización,VET_02,44500,9400.0,167,1,0,0
PAC_00368,Ñuñoa,perro,1,12.9,venta_producto,control_rutina,VET_21,36500,12600.0,56,7,1,1
PAC_00369,San_Miguel,perro,0,17.8,consulta_general,control_rutína,VET_04,32100,7000.0,34,3,0,1
PAC_00370,Pudahuel,gato,1,10.0,consulta_especialidad,gastroenteritis_c,VET_14,30000,8200.0,16,6,1,1
PAC_00371,La_Florida,perro,1,1.0,consulta_especialidad,Control_rutina,VET_15,83400,14100.0,43,5,1,1
PAC_00372,Providencia,gato,1,2.7,consulta_especialidad,tumor_c,VET_04,67600,19900.0,69,2,0,0
PAC_00373,La_Florida,gato,1,4.6,consulta_general,fractura_c,VET_15,24000,4900.0,11,2,0,1
PAC_00324,Las_Condes,exótico,0,6.6,consulta_especialidad,otitis,VET_08,30000,4800.0,20,5,0,1
PAC_00375,San_Miguel,gato,1,3.7,consulta_especialidad,diabetes_c,VET_03,49800,12100.0,159,3,0,0
PAC_00376,Providencia,perro,1,5.2,hospitalización,Control_rutina,VET_19,129200,19300.0,3,5,1,1
PAC_00377,Pudahuel,perro,1,14.4,consulta_general,control_rutina,VET_20,46800,16000.0,125,6,1,1
PAC_00378,Ñuñoa,perro,1,1.0,venta_producto,gastroenteritis,VET_17,15000,2600.0,109,3,1,0
PAC_00379,Providencia,gato,1,1.5,consulta_general,dermatitis,VET_17,28900,5300.0,31,4,1,1
PAC_00380,Ñuñoa,gato,1,10.7,consulta_general,dermatítís,VET_21,40800,9000.0,118,5,1,0
PAC_00381,Peñalolén,perro,1,1.7,consulta_general,dermatítís,VET_13,20600,5700.0,91,3,1,1
PAC_00964,Pudahuel,gato,0,18.0,hospitalización,ESTERILIZACIÓN,VET_14,122600,20200.0,122,3,1,0
PAC_00383,San_Miguel,perro,0,1.4,consulta_general,gastroenteritis,VET_06,38100,7000.0,289,4,1,0
PAC_00384,La_Florida,gato,1,3.6,hospitalización,otítís,VET_15,186800,60200.0,60,5,0,0
PAC_00385,Providencia,perro,0,18.0,consulta_general,Gastroenteritis,VET_19,40900,9400.0,111,4,0,1
PAC_00386,Providencia,perro,1,10.4,consulta_especialidad,dermatitis,VET_21,50200,10700.0,201,1,0,0
PAC_00387,Pudahuel,perro,1,0.6,consulta_general,dermatitis,VET_15,32600,6200.0,14,5,1,1
PAC_00388,Peñalolén,gato,1,0.2,consulta_general,gastroenteritis_c,VET_05,32500,3100.0,5,1,0,0
PAC_00389,Maipú,perro,1,6.5,consulta_especialidad,fractura,VET_08,43900,13800.0,12,4,1,1
PAC_00390,San_Miguel,perro,1,1.2,consulta_general,control_rutina,VET_12,35900,3000.0,173,1,1,0
PAC_00391,La_Florida,perro,1,0.1,consulta_general,control_rutina,VET_05,34300,4100.0,13,1,1,1
PAC_00392,Las_Condes,gato,0,1.6,consulta_general,dermatitis,VET_12,38600,3500.0,56,5,1,1
PAC_00393,La_Florida,perro,1,0.1,consulta_general,control_rutina,VET_23,31600,9200.0,83,2,1,1
PAC_00394,La_Florida,perro,1,16.1,consulta_especialidad,dermatitis,VET_07,79600,20500.0,19,1,1,1
PAC_00395,Las_Condes,perro,1,5.3,consulta_especialidad,control_rutina,VET_20,39400,7500.0,138,4,1,1
PAC_00396,La_Florida,gato,0,10.5,consulta_general,otitis,VET_04,41000,12200.0,211,5,1,0
PAC_00397,Providencia,perro,0,2.2,consulta_general,otitis_c,VET_07,35100,3100.0,8,4,1,1
PAC_00398,San_Miguel,perro,1,0.2,consulta_general,Artritis,VET_01,27600,2900.0,81,6,1,1
PAC_00399,Peñalolén,perro,1,6.0,consulta_especialidad,diabetes,VET_22,64900,5800.0,131,4,0,0
PAC_00400,Peñalolén,gato,0,1.2,hospitalización,gastroenterítís,VET_22,113100,33400.0,94,5,0,0
PAC_00401,La_Florida,ave,0,7.6,consulta_general,control_rutina_c,VET_22,33700,9300.0,25,3,1,1
PAC_00402,Pudahuel,gato,1,18.0,hospitalización,PARVOVIRUS,VET_01,276400,47900.0,89,3,0,0
PAC_00403,Peñalolén,perro,1,0.1,consulta_general,gastroenteritis,VET_12,30700,9900.0,52,3,0,0
PAC_01153,Maipú,perro,1,0.3,consulta_especialidad,gastroenterítís,VET_05,59000,12000.0,239,2,0,0
PAC_00405,Las_Condes,gato,0,3.5,venta_producto,Artritis,VET_06,30000,4700.0,82,4,1,1
PAC_00406,Providencia,perro,1,7.5,consulta_general,otitis,VET_19,27700,9700.0,210,4,0,0
PAC_00407,Providencia,gato,1,3.5,venta_producto,ARTRITIS,VET_22,18300,2800.0,10,1,1,1
PAC_00408,Providencia,gato,1,2.8,venta_producto,gastroenteritis,VET_01,28200,4800.0,101,2,0,0
PAC_00409,Pudahuel,perro,0,0.6,consulta_general,Dermatitis,VET_21,39000,3500.0,15,5,0,1
PAC_00410,Pudahuel,perro,1,2.2,consulta_general,control_rutina,VET_10,31500,6900.0,12,6,1,1
PAC_00411,La_Florida,gato,0,1.3,consulta_general,Gastroenteritis,VET_03,35800,9500.0,94,3,1,1
PAC_00412,Las_Condes,ave,1,2.6,consulta_especialidad,otítís,VET_09,30000,5000.0,2,6,0,1
PAC_00413,Pudahuel,perro,0,13.2,consulta_especialidad,control_rutina,VET_06,72400,21200.0,11,6,1,1
PAC_00414,La_Florida,perro,1,2.0,consulta_general,tumor,VET_14,30800,9200.0,32,5,0,1
PAC_00415,La_Florida,exótico,0,9.2,consulta_general,otítís,VET_20,36200,8500.0,12,2,1,1
PAC_00416,Las_Condes,gato,1,8.3,consulta_especialidad,artrítís,VET_11,55100,15900.0,95,3,1,0
PAC_00417,Peñalolén,gato,1,1.6,cirugía,control_rutína,VET_01,208900,64400.0,228,4,0,0
PAC_00418,Peñalolén,perro,1,0.1,consulta_general,dermatitis_c,VET_17,38400,4400.0,63,4,0,1
PAC_00419,Las_Condes,gato,1,2.6,consulta_general,artrítís,VET_05,17000,3500.0,57,7,0,1
PAC_00420,Providencia,exótico,1,1.7,consulta_general,Otitis,VET_09,40300,4900.0,263,2,1,0
PAC_00421,Ñuñoa,perro,1,0.7,consulta_general,gastroenteritis,VET_09,25400,8800.0,27,4,1,1
PAC_00845,Pudahuel,gato,0,8.9,consulta_general,tumor,VET_06,23800,3100.0,3,1,1,1
PAC_00423,Peñalolén,gato,1,2.3,venta_producto,gastroenterítís,VET_11,39700,6400.0,3,4,0,1
PAC_00424,Las_Condes,perro,1,8.8,consulta_general,DERMATITIS,VET_18,44700,14500.0,49,5,0,1
PAC_00425,Providencia,gato,1,0.4,hospitalización,otitis_c,VET_20,160600,49700.0,28,3,1,1
PAC_00426,Las_Condes,ave,1,0.3,consulta_general,control_rutina_c,VET_22,38200,5300.0,23,6,1,1
PAC_00427,Ñuñoa,perro,1,0.9,venta_producto,control_rutína,VET_09,29800,9000.0,21,4,0,1
PAC_00428,Providencia,gato,1,2.6,consulta_general,dermatitis_c,VET_02,43000,12200.0,30,1,1,1
PAC_00828,La_Florida,gato,1,10.4,consulta_general,ESTERILIZACIÓN,VET_13,41200,7300.0,142,4,1,1
PAC_00430,Maipú,exótico,1,2.9,venta_producto,tumor,VET_11,45200,15500.0,3,3,0,1
PAC_00431,La_Florida,perro,1,3.7,consulta_general,CONTROL_RUTINA,VET_23,18700,2500.0,242,5,0,0
PAC_00432,Las_Condes,perro,1,4.2,hospitalización,Control_rutina,VET_12,261900,30600.0,24,4,1,1
PAC_00433,Las_Condes,gato,1,5.7,consulta_general,Artritis,VET_03,34100,6400.0,211,2,1,0
PAC_00984,La_Florida,gato,1,12.5,hospitalización,gastroenterítís,VET_12,212700,50100.0,114,5,1,0
PAC_00435,Maipú,perro,1,0.8,venta_producto,gastroenteritis,VET_02,31000,4600.0,43,3,0,0
PAC_00436,Providencia,gato,1,13.2,consulta_general,CONTROL_RUTINA,VET_02,22500,3400.0,11,5,1,1
PAC_00437,Pudahuel,gato,0,8.1,venta_producto,diabetes_c,VET_07,13900,4600.0,103,2,1,0
PAC_00438,Maipú,perro,0,10.6,hospitalización,gastroenterítís,VET_01,133400,27300.0,197,6,1,1
PAC_00439,Ñuñoa,perro,1,1.7,consulta_general,otitis,VET_16,34500,11300.0,165,3,1,0
PAC_00440,Pudahuel,exótico,1,0.6,venta_producto,CONTROL_RUTINA,VET_20,35800,10800.0,64,7,1,1
PAC_00441,La_Florida,perro,0,1.9,venta_producto,tumor_c,VET_05,10100,900.0,139,2,0,0
PAC_00442,Peñalolén,gato,1,10.8,consulta_especialidad,esterilización_c,VET_11,83400,11300.0,43,2,1,0
PAC_00443,La_Florida,perro,1,1.5,venta_producto,Control_rutina,VET_09,32100,5000.0,4,3,0,1
PAC_00444,Providencia,perro,1,0.4,consulta_general,tumor,VET_05,41800,13800.0,100,5,1,1
PAC_00445,Las_Condes,perro,1,1.0,hospitalización,otítís,VET_07,163600,50100.0,42,2,1,1
PAC_00446,Las_Condes,exótico,0,14.5,cirugía,dermatítís,VET_01,340100,49400.0,10,4,0,1
PAC_00447,Peñalolén,perro,1,2.5,consulta_general,esterilización_c,VET_11,33800,5300.0,15,1,1,1
PAC_00448,San_Miguel,perro,1,3.5,consulta_general,Dermatitis,VET_14,45900,7100.0,31,2,1,0
PAC_00449,Peñalolén,perro,0,18.0,consulta_general,artritis_c,VET_12,31600,3800.0,6,4,1,1
PAC_00450,Las_Condes,perro,1,7.8,consulta_especialidad,gastroenteritis,VET_15,88000,20700.0,154,2,0,0
PAC_00451,Maipú,perro,0,5.1,consulta_general,parvovírus,VET_04,29400,3100.0,99,4,1,1
PAC_00452,Pudahuel,gato,1,0.1,cirugía,artritis,VET_01,303100,85300.0,32,3,1,1
PAC_00453,Pudahuel,perro,1,1.6,venta_producto,parvovírus,VET_18,7000,1900.0,25,5,1,1
PAC_00454,Ñuñoa,gato,0,2.2,cirugía,FRACTURA,VET_01,269000,89900.0,75,4,1,1
PAC_00455,Las_Condes,perro,1,7.2,consulta_general,gastroenteritis,VET_06,34700,4200.0,10,3,1,1
PAC_00456,La_Florida,perro,1,0.1,consulta_general,Esterilización,VET_17,36100,11500.0,40,1,1,0
PAC_00457,Maipú,perro,1,3.1,consulta_general,CONTROL_RUTINA,VET_21,33900,6400.0,1,3,1,1
PAC_00458,Peñalolén,perro,0,5.1,consulta_especialidad,gastroenteritis_c,VET_05,63400,9900.0,116,9,1,1
PAC_00459,Pudahuel,perro,1,3.7,consulta_general,tumor,VET_02,36600,8700.0,46,4,0,1
PAC_00460,Ñuñoa,ave,1,6.3,consulta_general,Control_rutina,VET_03,32800,9600.0,51,6,1,1
PAC_00461,San_Miguel,gato,1,0.5,venta_producto,artritis_c,VET_02,5000,1000.0,32,5,1,1
PAC_00462,Maipú,gato,0,5.5,consulta_especialidad,gastroenteritis,VET_06,48900,16800.0,99,9,1,1
PAC_00463,Las_Condes,ave,0,4.9,venta_producto,control_rutína,VET_01,28500,8700.0,68,1,1,0
PAC_00464,Providencia,gato,0,18.0,consulta_general,Diabetes,VET_23,45200,10200.0,62,2,0,0
PAC_00465,Providencia,perro,1,1.2,hospitalización,OTITIS,VET_08,111600,21800.0,159,1,0,0
PAC_00466,Ñuñoa,perro,1,0.9,consulta_general,dermatitis,VET_21,51200,15700.0,17,1,0,1
PAC_00467,Ñuñoa,gato,1,6.5,hospitalización,control_rutina_c,VET_11,157400,34200.0,7,5,1,1
PAC_00468,Las_Condes,perro,1,5.3,consulta_general,control_rutina,VET_07,40300,9400.0,65,5,0,1
PAC_00469,Providencia,perro,0,0.2,consulta_especialidad,control_rutina_c,VET_08,81900,11600.0,178,2,1,0
PAC_00470,Ñuñoa,gato,0,4.9,consulta_general,DERMATITIS,VET_20,28400,8900.0,0,2,0,1
PAC_00471,Providencia,perro,0,3.5,consulta_especialidad,CONTROL_RUTINA,VET_14,74400,25800.0,29,3,1,1
PAC_00472,Pudahuel,perro,0,1.0,venta_producto,OTITIS,VET_19,24700,2600.0,426,5,0,0
PAC_00473,Providencia,perro,1,0.5,cirugía,tumor_c,VET_15,80000,23100.0,18,4,1,1
PAC_00474,Maipú,perro,1,8.3,consulta_general,esterilización,VET_04,17300,2400.0,44,3,1,1
PAC_00475,Peñalolén,perro,0,4.6,hospitalización,dermatítís,VET_13,209400,31600.0,34,6,1,1
PAC_00476,La_Florida,perro,1,4.9,consulta_especialidad,FRACTURA,VET_09,65800,14500.0,6,4,1,1
PAC_00477,San_Miguel,gato,1,1.9,consulta_especialidad,Diabetes,VET_15,76700,24400.0,29,2,1,1
PAC_00478,San_Miguel,gato,1,1.4,venta_producto,gastroenteritis,VET_02,15800,3500.0,40,4,1,1
PAC_00479,Las_Condes,gato,0,4.5,cirugía,dermatitis_c,VET_04,196100,17200.0,37,5,1,1
PAC_00480,Las_Condes,perro,1,9.2,consulta_especialidad,DERMATITIS,VET_03,61900,9500.0,67,3,0,1
PAC_00481,La_Florida,perro,0,1.1,consulta_general,CONTROL_RUTINA,VET_07,47100,6800.0,2,3,0,1
PAC_00482,Ñuñoa,perro,1,8.3,consulta_especialidad,Otitis,VET_23,53600,18500.0,11,3,1,1
PAC_00483,Las_Condes,gato,1,4.4,consulta_especialidad,esterílízacíón,VET_18,48400,5000.0,9,3,1,1
PAC_00484,Las_Condes,perro,1,3.3,consulta_general,Esterilización,VET_05,28100,3400.0,1,6,1,1
